,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price
A_2277,Two_Story_1946_and_Newer,Residential_Low_Density,88,12665,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,245,Good,Typical,PConc,Good,Good,Gd,Unf,7,Unf,0,1094,1094,GasA,Excellent,Y,SBrkr,1133,1349,0,2482,0,0,2,1,4,1,Good,9,Typ,1,Good,BuiltIn,Fin,3,642,Typical,Typical,Paved,144,39,0,0,0,0,No_Pool,No_Fence,None,0,2,2007,WD ,Normal,281213
A_2278,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,8402,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Feedr,Norm,OneFam,One_Story,Average,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,PConc,Good,Typical,No,ALQ,1,Unf,0,914,1120,GasA,Excellent,Y,SBrkr,1120,0,0,1120,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0,No_Garage,No_Garage,Paved,0,30,0,0,0,0,No_Pool,No_Fence,None,0,12,2007,New,Partial,147000
A_2279,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,200,43500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Artery,Norm,OneFam,One_Story,Fair,Average,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Excellent,Y,SBrkr,2034,0,0,2034,0,0,1,0,2,1,Typical,9,Min1,0,No_Fireplace,More_Than_Two_Types,RFn,4,1041,Typical,Typical,Dirt_Gravel,483,266,0,0,0,561,Typical,Good_Privacy,None,0,6,2007,WD ,Normal,130000
A_2280,One_Story_PUD_1946_and_Newer,Residential_Medium_Density,62,6710,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR3,Gtl,Mitchell,Norm,Norm,TwnhsE,SFoyer,Above_Average,Average,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,134,Typical,Typical,PConc,Excellent,Typical,Av,Rec,6,GLQ,904,0,920,GasA,Excellent,Y,SBrkr,936,0,0,936,2,0,0,1,0,1,Typical,3,Typ,0,No_Fireplace,Attchd,Fin,2,460,Typical,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,140000
A_2281,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,94,25286,Pave,No_Alley_Access,Regular,HLS,AllPub,Inside,Mod,Mitchell,Norm,Norm,OneFam,One_Story,Below_Average,Average,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0,Typical,Typical,PConc,Typical,Typical,Gd,ALQ,1,Unf,0,431,1064,GasA,Good,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,Unf,2,648,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,1,2007,WD ,Normal,132250
A_2282,Duplex_All_Styles_and_Ages,Residential_Low_Density,100,25000,Pave,No_Alley_Access,Regular,Low,AllPub,Inside,Gtl,Mitchell,Norm,Norm,Duplex,One_Story,Average,Below_Average,1967,1967,Gable,CompShg,HdBoard,Plywood,None,0,Typical,Typical,CBlock,Typical,Typical,Av,Unf,7,Unf,0,1632,1632,GasA,Typical,Y,SBrkr,1632,0,0,1632,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,Attchd,Unf,2,576,Typical,Typical,Partial_Pavement,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,143000
A_2283,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,0,32463,Pave,No_Alley_Access,Regular,Low,AllPub,Inside,Mod,Mitchell,Norm,Norm,TwoFmCon,One_Story,Below_Average,Below_Average,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149,Typical,Good,CBlock,Typical,Typical,Av,BLQ,2,Unf,0,90,1249,GasA,Excellent,Y,SBrkr,1622,0,0,1622,1,0,1,0,3,1,Typical,7,Typ,1,Typical,More_Than_Two_Types,Fin,4,1356,Typical,Typical,Paved,439,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,168000
A_2284,One_Story_PUD_1946_and_Newer,Residential_Medium_Density,44,4224,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,TwnhsE,One_Story,Average,Good,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,200,1040,GasA,Typical,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,Typical,6,Typ,1,Typical,Attchd,Unf,2,572,Typical,Typical,Paved,100,110,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,129900
A_2285,One_Story_PUD_1946_and_Newer,Residential_Medium_Density,44,4224,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,TwnhsE,One_Story,Average,Average,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,PConc,Good,Typical,No,ALQ,1,Unf,0,268,1142,GasA,Typical,Y,SBrkr,1142,0,0,1142,1,0,1,1,3,1,Typical,6,Typ,1,Poor,Attchd,Fin,2,528,Typical,Typical,Paved,536,90,0,0,0,0,No_Pool,Minimum_Privacy,None,0,8,2007,WD ,Normal,134000
A_2286,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1504,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,Twnhs,Two_Story,Below_Average,Below_Average,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,294,546,GasA,Typical,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,Unf,1,253,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,85500
A_2287,PUD_Multilevel_Split_Level_Foyer,Residential_Medium_Density,0,1533,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,Twnhs,SLvl,Below_Average,Average,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,CBlock,Good,Typical,Av,GLQ,3,Unf,0,27,530,GasA,Typical,Y,SBrkr,530,462,0,992,1,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,BuiltIn,Fin,1,297,Typical,Typical,Paved,112,97,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,106500
A_2288,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1495,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,TwnhsE,Two_Story,Below_Average,Above_Average,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,189,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,162,546,GasA,Excellent,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,Typical,5,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0,No_Garage,No_Garage,Paved,0,64,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,93900
A_2289,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,2001,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,Twnhs,Two_Story,Below_Average,Average,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,546,546,GasA,Fair,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,Unf,1,286,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,1,2007,WD ,Normal,75000
A_2290,PUD_Multilevel_Split_Level_Foyer,Residential_Medium_Density,21,1936,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,Twnhs,SFoyer,Below_Average,Above_Average,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,CBlock,Good,Typical,Av,BLQ,2,GLQ,499,0,630,GasA,Good,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,Typical,3,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0,No_Garage,No_Garage,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,12,2007,WD ,Normal,84500
A_2291,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1890,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,Twnhs,Two_Story,Below_Average,Fair,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,546,546,GasA,Excellent,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,Unf,1,286,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Good_Wood,None,0,4,2007,COD,Normal,75190
A_2292,Split_or_Multilevel,Residential_Low_Density,0,11333,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Mitchell,Norm,Norm,OneFam,SLvl,Above_Average,Average,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,Av,ALQ,1,Unf,0,490,1029,GasA,Typical,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,Typical,5,Typ,2,Typical,Attchd,RFn,2,539,Typical,Typical,Paved,120,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,146800
A_2293,Split_Foyer,Residential_Low_Density,72,9129,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,SFoyer,Average,Average,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,144,Typical,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,0,923,GasA,Typical,Y,SBrkr,1008,0,0,1008,1,0,1,0,1,1,Good,4,Typ,1,Fair,Attchd,Fin,2,678,Typical,Typical,Paved,201,66,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2007,WD ,Normal,153500
A_2294,Split_or_Multilevel,Residential_Low_Density,0,15957,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,Corner,Mod,Mitchell,Norm,Norm,OneFam,SLvl,Above_Average,Above_Average,1977,1977,Gable,CompShg,HdBoard,Plywood,None,0,Typical,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,96,1244,GasA,Typical,Y,SBrkr,1356,0,0,1356,2,0,2,0,3,1,Typical,6,Typ,1,Typical,Attchd,Fin,2,528,Typical,Typical,Paved,1424,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,9,2007,WD ,Normal,188000
A_2295,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,61,33983,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Above_Average,1977,1994,Gable,CompShg,Plywood,Plywood,None,0,Typical,Fair,PConc,Typical,Typical,Mn,ALQ,1,Unf,0,48,1160,GasA,Typical,Y,SBrkr,1676,0,0,1676,1,0,1,1,3,1,Good,6,Mod,2,Typical,Attchd,RFn,2,672,Typical,Typical,Partial_Pavement,690,90,0,0,0,0,No_Pool,Good_Privacy,None,0,5,2007,WD ,Normal,196000
A_2296,Two_Story_1946_and_Newer,Residential_Low_Density,68,8286,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Mitchell,Norm,Norm,OneFam,Two_Story,Average,Good,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,PConc,Good,Typical,No,Rec,6,Unf,0,185,716,GasA,Excellent,Y,SBrkr,716,716,0,1432,1,0,1,1,3,1,Typical,6,Typ,1,Good,Attchd,Fin,2,531,Typical,Typical,Paved,0,136,0,0,240,0,No_Pool,Good_Privacy,None,0,6,2007,WD ,Normal,157000
A_2297,Split_Foyer,Residential_Low_Density,50,6723,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,SFoyer,Average,Good,1971,1971,Gable,CompShg,Wd Sdng,HdBoard,None,0,Typical,Typical,CBlock,Good,Typical,Av,GLQ,3,Unf,0,0,796,GasA,Typical,Y,SBrkr,796,0,0,796,0,1,1,0,2,1,Typical,5,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0,No_Garage,No_Garage,Paved,129,0,0,0,0,0,No_Pool,Good_Wood,None,0,9,2007,WD ,Normal,138000
A_2298,Split_Foyer,Residential_Low_Density,54,7244,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,SFoyer,Average,Good,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Good,CBlock,Good,Typical,Av,ALQ,1,Unf,0,149,768,GasA,Excellent,Y,SBrkr,768,0,0,768,1,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,2,624,Typical,Typical,Paved,104,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,129500
A_2299,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,124,27697,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Below_Average,Fair,1961,1961,Shed,CompShg,Plywood,Plywood,CBlock,198,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,585,1396,GasA,Typical,N,SBrkr,1608,0,0,1608,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,Unf,1,444,Typical,Fair,Paved,152,38,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,COD,Abnorml,80000
A_2300,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,69,7599,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,280,845,GasA,Typical,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Detchd,Unf,2,360,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,129500
A_2301,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11000,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Corner,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Above_Average,1976,2003,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,PConc,Good,Typical,No,LwQ,4,Unf,0,0,1090,GasA,Typical,Y,SBrkr,1178,0,0,1178,1,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,Unf,2,502,Typical,Typical,Paved,0,44,0,0,88,0,No_Pool,Minimum_Privacy,None,0,6,2007,WD ,Normal,135000
A_2302,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,76,8314,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Good,1982,1982,Gable,CompShg,HdBoard,ImStucc,None,0,Typical,Typical,CBlock,Typical,Typical,Gd,ALQ,1,Unf,0,270,816,GasA,Typical,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,Unf,1,264,Typical,Typical,Paved,168,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,124500
A_2303,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,11625,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Good,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Good,Typical,No,ALQ,1,Unf,0,220,816,GasA,Typical,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Attchd,Fin,1,264,Typical,Typical,Paved,330,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,5,2007,WD ,Normal,139000
A_2304,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,10712,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Average,1991,1992,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,Mn,BLQ,2,Unf,0,762,974,GasA,Typical,Y,SBrkr,974,0,0,974,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0,No_Garage,No_Garage,Paved,0,28,0,0,0,0,No_Pool,Minimum_Privacy,None,0,9,2007,Oth,Abnorml,93500
A_2305,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,62,10447,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Above_Average,1984,1984,Gable,CompShg,Plywood,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,348,864,GasA,Typical,Y,SBrkr,887,0,0,887,0,1,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,RFn,1,288,Typical,Typical,Paved,140,0,0,0,0,0,No_Pool,No_Fence,None,0,12,2007,WD ,Normal,124500
A_2306,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11027,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,28,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Rec,539,171,1178,GasA,Good,Y,SBrkr,1293,0,0,1293,1,0,2,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,RFn,2,452,Typical,Typical,Paved,280,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,149900
A_2307,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10533,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1956,1956,Hip,CompShg,VinylSd,VinylSd,BrkFace,244,Typical,Good,CBlock,Typical,Typical,No,Rec,6,Unf,0,235,1008,GasA,Typical,Y,SBrkr,1024,0,0,1024,1,0,1,0,2,1,Good,5,Typ,2,Typical,Attchd,Unf,1,313,Typical,Typical,Paved,0,0,0,0,280,0,No_Pool,No_Fence,None,0,8,2006,WD ,Normal,157500
A_2308,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11765,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,302,Typical,Typical,CBlock,Typical,Typical,Mn,Rec,6,Unf,0,490,1617,GasA,Fair,Y,SBrkr,1797,0,0,1797,0,0,1,1,3,1,Typical,7,Typ,1,Typical,Attchd,Unf,3,963,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,169000
A_2309,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,39384,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,CulDSac,Sev,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,902,Typical,Typical,CBlock,Good,Typical,Gd,ALQ,1,Unf,0,595,1705,GasA,Excellent,Y,SBrkr,1390,0,0,1390,1,0,1,1,1,1,Excellent,4,Min1,2,Good,Attchd,Unf,2,550,Typical,Typical,Paved,0,189,0,0,0,0,No_Pool,No_Fence,None,0,10,2006,WD ,Abnorml,252000
A_2310,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,11727,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Good,Above_Average,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,434,Typical,Good,CBlock,Typical,Typical,Mn,Unf,7,Unf,0,1851,1851,GasA,Good,Y,SBrkr,1851,0,0,1851,0,0,2,0,3,1,Typical,8,Typ,1,Typical,Attchd,Fin,2,506,Typical,Typical,Paved,0,146,0,0,0,0,No_Pool,No_Fence,None,0,3,2006,WD ,Normal,192100
A_2311,Two_Story_1946_and_Newer,Residential_Low_Density,60,8238,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,PConc,Typical,Typical,No,GLQ,3,Unf,0,113,813,GasA,Excellent,Y,SBrkr,813,712,0,1525,1,0,2,1,3,1,Typical,6,Typ,1,Typical,Attchd,Fin,2,400,Typical,Typical,Paved,421,72,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,183500
A_2312,Two_Story_1946_and_Newer,Residential_Low_Density,0,13006,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Good,Average,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,964,964,GasA,Good,Y,SBrkr,993,1243,0,2236,0,0,2,1,4,1,Good,8,Typ,1,Typical,BuiltIn,Fin,2,642,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,11,2006,WD ,Normal,222000
A_2313,Two_Story_1946_and_Newer,Residential_Low_Density,0,13041,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1995,1995,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,781,781,GasA,Good,Y,SBrkr,781,890,0,1671,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,Fin,2,423,Typical,Typical,Paved,0,84,0,0,0,0,No_Pool,No_Fence,None,0,2,2006,WD ,Normal,170000
A_2314,Two_Story_1946_and_Newer,Residential_Low_Density,0,13031,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,No,ALQ,1,Unf,0,99,691,GasA,Good,Y,SBrkr,691,807,0,1498,0,0,2,1,3,1,Typical,6,Typ,1,Typical,Attchd,Fin,2,409,Typical,Typical,Paved,315,44,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,187500
A_2315,Two_Story_1946_and_Newer,Residential_Low_Density,54,9783,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,821,821,GasA,Good,Y,SBrkr,821,955,0,1776,0,0,2,1,3,1,Typical,7,Typ,1,Typical,BuiltIn,Fin,2,443,Typical,Typical,Paved,286,116,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,202000
A_2316,Two_Story_1946_and_Newer,Residential_Low_Density,70,11207,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,88,802,GasA,Good,Y,SBrkr,802,709,0,1511,1,0,2,1,3,1,Typical,8,Typ,1,Typical,Attchd,Fin,2,413,Typical,Typical,Paved,95,75,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,185000
A_2317,Two_Story_1946_and_Newer,Residential_Low_Density,134,19378,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Good,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,456,Good,Typical,PConc,Good,Typical,Mn,GLQ,3,Unf,0,1335,1392,GasA,Excellent,Y,SBrkr,1392,1070,0,2462,1,0,2,1,4,1,Good,9,Typ,1,Good,Attchd,RFn,2,576,Typical,Typical,Paved,239,132,0,168,0,0,No_Pool,No_Fence,None,0,3,2006,New,Partial,320000
A_2318,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,50,14859,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,OneFam,One_Story,Good,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1670,1670,GasA,Excellent,Y,SBrkr,1670,0,0,1670,0,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,RFn,3,690,Typical,Typical,Paved,144,60,0,0,0,0,No_Pool,No_Fence,None,0,8,2006,New,Partial,240000
A_2319,Two_Story_1946_and_Newer,Residential_Low_Density,50,13128,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1074,1074,GasA,Excellent,Y,SBrkr,1074,990,0,2064,0,0,2,1,4,1,Good,7,Typ,1,Good,Attchd,Fin,2,527,Typical,Typical,Paved,0,119,0,0,0,0,No_Pool,No_Fence,None,0,1,2006,WD ,Normal,250000
